id,name,name_norm,type,aliases,aliases_norm
0a1dcf9dc658d0afcdeef56f,AI technology,ai technology,Technology,['AI technology'],['ai technology']
0a2282c48d632b8979f78d18,AMPS Solution,amps solution,Technology,['AMPS Solution'],['amps solution']
0a3bf9b6cf7b10f640922e8a,Quest Technology Management,quest technology management,Company,['Quest Technology Management'],['quest technology management']
0a62c68a37de9db85f3d0c29,SYNLAB,synlab,Company,['SYNLAB'],['synlab']
0b5463ed9470cd0575a9bcce,TalkBerry,talkberry,Company,['TalkBerry'],['talkberry']
0bb48958ad61ed1e56270799,Vi,vi,Company,['Vi'],['vi']
0be33acd37386a2f2da0f9cc,NCUA,ncua,Company,['NCUA'],['ncua']
0c4e57e32920729e6447f3c3,KITRO,kitro,Technology,['KITRO'],['kitro']
0c4f3d0e1195af33f4d06aea,Paul Cowan,paul cowan,Person,['Paul Cowan'],['paul cowan']
0c50005fa8690b432f6b033c,WatchGuard Technologies,watchguard technologies,Company,['WatchGuard Technologies'],['watchguard technologies']
0c75b830452d1951d30f1258,advanced semiconductor technology,advanced semiconductor technology,Technology,['advanced semiconductor technology'],['advanced semiconductor technology']
0c7de2d4b45ab8d2cd43131b,ERANGTEK,erangtek,Company,['ERANGTEK'],['erangtek']
0c97494439da453a3f871cf1,Intetics,intetics,Company,['Intetics'],['intetics']
0cebb0b8cc5b8d78b312bc09,Athersys,athersys,Company,['Athersys'],['athersys']
0cf2f2945e5f6dc338954501,SoftBank,softbank,Company,['SoftBank'],['softbank']
0d0e9b4569ee70b16ce256d9,news content,news content,Technology,['news content'],['news content']
0d38fd81ca44fb425b0da5cc,LeanTaaS,leantaas,Company,['LeanTaaS'],['leantaas']
0d9ea80dce1c85095423cb4f,key technologies,key technologies,Technology,['key technologies'],['key technologies']
0da62e02883fcaa78c986d17,Nutanix,nutanix,Company,['Nutanix'],['nutanix']
0dc48b45bdf43b82c827df91,AI tools,ai tools,Technology,['AI tools'],['ai tools']
0ded6c4d82d90bcc9057c2d0,BioProTT™ FlowSU System,bioprotttm flowsu system,Technology,['BioProTT™ FlowSU System'],['bioprotttm flowsu system']
0e132222d1315530d6efca52,Google,google,Company,['Google'],['google']
0e2850546d0380ed53cc1111,SSQ Dealer Services,ssq dealer services,Company,['SSQ Dealer Services'],['ssq dealer services']
0e42b0efd7c05f1cd92d7108,Sustainable Energy Applications,sustainable energy applications,Technology,['Sustainable Energy Applications'],['sustainable energy applications']
0e8cb1e145496e1cf52ec867,Nathan Snell,nathan snell,Person,['Nathan Snell'],['nathan snell']
0ecbd5177fafb6f25a33707e,Aeris Communications,aeris communications,Company,['Aeris Communications'],['aeris communications']
0ed45dee0732673b9ca4713a,eologix sensor technology,eologix sensor technology,Technology,['eologix sensor technology'],['eologix sensor technology']
0f1198d22cf1f786e4405a0d,Associated Press,associated press,Company,['Associated Press'],['associated press']
0f404bc84a28279c2ee2f074,HSE,hse,Company,['HSE'],['hse']
0f477741f8fb5ba09f1d8ae5,global technology research and advisory firm,global technology research and advisory firm,Company,['global technology research and advisory firm'],['global technology research and advisory firm']
0f887b13c03c929b250dd320,Mobiquity Technologies Inc.,mobiquity technologies inc.,Company,['Mobiquity Technologies Inc.'],['mobiquity technologies inc.']
0fdf09671989b87d6adcaea3,thyssenkrupp,thyssenkrupp,Company,['thyssenkrupp'],['thyssenkrupp']
0fe5fd21d04f70417bf7d4db,Hakimo,hakimo,Company,['Hakimo'],['hakimo']
0fe8af4cde8a5739ffc117ae,subscription service,subscription service,Technology,['subscription service'],['subscription service']
10745280666b65e926a33f9d,EarthSense,earthsense,Company,['EarthSense'],['earthsense']
10931a6fc450c77b44dae0c5,cloud technology solutions,cloud technology solutions,Technology,['cloud technology solutions'],['cloud technology solutions']
10b0ea80d9814213d2d2d4e1,Bid Optimization Strategy Tools,bid optimization strategy tools,Technology,['Bid Optimization Strategy Tools'],['bid optimization strategy tools']
10e399da729e3d1b5247b9e2,Ping Services,ping services,Company,['Ping Services'],['ping services']
110cfb16be66531da841ce26,Thales,thales,Company,['Thales'],['thales']
11a955d3438e7691d3dd9800,Toast,toast,Company,['Toast'],['toast']
11cc7c868fd7470c629d4783,Syxsense,syxsense,Company,['Syxsense'],['syxsense']
11d39edb9b70d9a83016d8ed,Zomato,zomato,Company,['Zomato'],['zomato']
11f503e982d803cf42901697,COMP_SCI 397 497: Data Privacy,comp_sci 397 497 data privacy,Technology,['COMP_SCI 397 497: Data Privacy'],['comp_sci 397 497 data privacy']
11facec6b42d278ef0f7c22e,AI recycling technology,ai recycling technology,Technology,['AI recycling technology'],['ai recycling technology']
1202893fe200659df44b39ec,Chicago company,chicago company,Company,['Chicago company'],['chicago company']
12a77630f85feaa86a87b228,GSA,gsa,Company,['GSA'],['gsa']
133bf57af37664a50edbb80d,Lockheed,lockheed,Company,['Lockheed'],['lockheed']
137054175e53321cd75b23de,state law enforcement agencies,state law enforcement agencies,Company,['state law enforcement agencies'],['state law enforcement agencies']
1436a8eb4a4e8197fa650e48,Opsys Tech,opsys tech,Company,['Opsys Tech'],['opsys tech']
1470cae4392fb4856f49c793,cloud computing service,cloud computing service,Technology,['cloud computing service'],['cloud computing service']
153a649642425079fe74fb74,Baird,baird,Company,['Baird'],['baird']
155e7ce3b63c70cdcd62e3ea,open-source language model,open-source language model,Technology,['open-source language model'],['open-source language model']
156357c33a322d45db939831,Kate Zabriskie,kate zabriskie,Person,['Kate Zabriskie'],['kate zabriskie']
161bb7a9c2ab52573ab5ad66,Jacksonville Florida,jacksonville florida,Company,['Jacksonville Florida'],['jacksonville florida']
161df613ef04c667dd1ce2f2,Tencent Cloud Blockchain RPC,tencent cloud blockchain rpc,Technology,['Tencent Cloud Blockchain RPC'],['tencent cloud blockchain rpc']
1728ebbc40b86a7b0169c353,White House,white house,Company,['White House'],['white house']
1770f8c99a1d2f07c3f509d7,payment solutions provider,payment solutions provider,Technology,['payment solutions provider'],['payment solutions provider']
181439d625ad86e8ad35367a,Advanced Project,advanced project,Company,['Advanced Project'],['advanced project']
185b3211d729fa961528760b,Maximus,maximus,Company,['Maximus'],['maximus']
186dafbd410cecdda1f02826,Integrated Water Services,integrated water services,Company,['Integrated Water Services'],['integrated water services']
191a599fee63b30abf40c703,Freedom Acquisition I Corp.,freedom acquisition i corp.,Company,['Freedom Acquisition I Corp.'],['freedom acquisition i corp.']
192eef4df1d1cfbe92440e94,AI cloud services,ai cloud services,Technology,['AI cloud services'],['ai cloud services']
196ef826aa5aac16ce4bc9ea,OMNICOMMANDER,omnicommander,Company,['OMNICOMMANDER'],['omnicommander']
1a03b331cbed7352a2be5b74,Kathy Hochul,kathy hochul,Person,['Kathy Hochul'],['kathy hochul']
1a14d00296027d0653e3be4d,L&T Technology Services March quarter scorecard,l t technology services march quarter scorecard,Technology,['L&T Technology Services March quarter scorecard'],['l t technology services march quarter scorecard']
1c2551b1e743876677684ef7,StoreDot,storedot,Company,['StoreDot'],['storedot']
1cd96b0c4bc7973fdf7bdc6c,AT&T,at t,Company,['AT&T'],['at t']
1cf3fa96960af6e3d16566f3,France,france,Company,['France'],['france']
1d143309db384774fa3167e7,Citizen,citizen,Company,['Citizen'],['citizen']
1d29439cba602fa5ddb9978c,cloud gaming,cloud gaming,Technology,['cloud gaming'],['cloud gaming']
1d4fb074ae37c65e2af48c68,AYECKA technology,ayecka technology,Technology,['AYECKA technology'],['ayecka technology']
1d918de55594c719d8f248a6,ChatGPT technology,chatgpt technology,Technology,['ChatGPT technology'],['chatgpt technology']
1d9c1e71b821753d8ecd27d8,Digital Twin and AI-Driven Logistics,digital twin and ai-driven logistics,Technology,['Digital Twin and AI-Driven Logistics'],['digital twin and ai-driven logistics']
1d9f92ee2636dacb31afec61,One Health Information Technology Service,one health information technology service,Technology,['One Health Information Technology Service'],['one health information technology service']
1dfdea902b8e7347f0591129,IR,ir,Company,['IR'],['ir']
1e3f2d6a93fad62f351d0aa7,MRMC,mrmc,Company,['MRMC'],['mrmc']
1e63f6e82f7d316e12adc791,National University of Singapore,national university of singapore,Company,['National University of Singapore'],['national university of singapore']
1e8a0559b04b74762f61edef,Omantel,omantel,Company,['Omantel'],['omantel']
1edc74e3ca6a7ac5b94d2a34,AMD's new AI chips,amd s new ai chips,Technology,"[""AMD's new AI chips""]",['amd s new ai chips']
1fb6f1337f1c2305d3c6fefe,H2O.ai,h2o.ai,Company,['H2O.ai'],['h2o.ai']
1fc54fda3a6aac9d0fd10120,IRIS Software Group,iris software group,Company,['IRIS Software Group'],['iris software group']
1fe1f5f8dfcd0769f305a49e,Chris Barber,chris barber,Person,['Chris Barber'],['chris barber']
2025835465bb5256a23fb79d,Service Express,service express,Company,['Service Express'],['service express']
205c5f03468431c1d679c53a,Andrew Drach,andrew drach,Person,['Andrew Drach'],['andrew drach']
216d333103cc699417ddb224,G-P,g-p,Company,['G-P'],['g-p']
217c17a733dcb1546b3b5efc,Evolve Information Solutions,evolve information solutions,Company,['Evolve Information Solutions'],['evolve information solutions']
21c966eca76a385293e890d0,ATS Corporation,ats corporation,Company,['ATS Corporation'],['ats corporation']
21e0d35766002eb219dfff1c,KPI Solutions,kpi solutions,Company,['KPI Solutions'],['kpi solutions']
224eac1cb98bab5c3d5bc311,Phil Harrison,phil harrison,Person,['Phil Harrison'],['phil harrison']
23091af46a1879a29eec255a,My Cloud,my cloud,Technology,['My Cloud'],['my cloud']
233903299f9b5ed1a6de53a5,Smart World & Communication (SWC) business,smart world communication swc business,Company,['Smart World & Communication (SWC) business'],['smart world communication swc business']
234edab1c8e4997615679827,Copilot in Dynamics 365 Field Service,copilot in dynamics 365 field service,Technology,['Copilot in Dynamics 365 Field Service'],['copilot in dynamics 365 field service']
23d7ceb58c062d83135817ba,Intelligent Technical Solutions,intelligent technical solutions,Company,['Intelligent Technical Solutions'],['intelligent technical solutions']
2400bf8acb83b96e3973656a,financial technology solutions,financial technology solutions,Technology,['financial technology solutions'],['financial technology solutions']
240bae9492a0d6ea99109bb9,Whirlpool Corporation,whirlpool corporation,Company,['Whirlpool Corporation'],['whirlpool corporation']
24638a3235469bef5aa3847b,Integral Group,integral group,Company,['Integral Group'],['integral group']
248d957a1e1fd53147787ec7,TYAN,tyan,Company,['TYAN'],['tyan']
24aeff1b4d54dd9ff5eda3b7,Align Technology,align technology,Company,['Align Technology'],['align technology']
24b5bfe2bf461db7f091ffe3,Esri,esri,Company,['Esri'],['esri']
24cbecae5663f1983b32e590,Shlomi Ben Haim,shlomi ben haim,Person,['Shlomi Ben Haim'],['shlomi ben haim']
24d0259e50b46777e57861a3,ACP IT Solutions GmbH,acp it solutions gmbh,Company,['ACP IT Solutions GmbH'],['acp it solutions gmbh']
24efe6cedc09a12ec8c3eff2,Synopsys,synopsys,Company,['Synopsys'],['synopsys']
2551c8f3673e9413b9286c5e,James Kroes,james kroes,Person,['James Kroes'],['james kroes']
25a175ebf30100aa5120840a,Atkins SNC-Lavalin Group,atkins snc-lavalin group,Company,['Atkins SNC-Lavalin Group'],['atkins snc-lavalin group']
25af15f69741e35b5d4e9cc1,Virginia Institute of Autism,virginia institute of autism,Company,['Virginia Institute of Autism'],['virginia institute of autism']
25ec7af740b0f9819e7aef00,CoolIT Systems,coolit systems,Company,['CoolIT Systems'],['coolit systems']
26186c57fe14a776c283d4f6,Hywin,hywin,Company,['Hywin'],['hywin']
261c78e541bbb8921217639a,Qualcomm,qualcomm,Company,['Qualcomm'],['qualcomm']
262cc93944b806c14281d6be,Chicago High Tech Investors LLC,chicago high tech investors llc,Company,['Chicago High Tech Investors LLC'],['chicago high tech investors llc']
2655078b2046509b87278308,Dstny,dstny,Company,['Dstny'],['dstny']
26eff00a98da188750817013,Synergy Quantum,synergy quantum,Company,['Synergy Quantum'],['synergy quantum']
26f6b5c09c0f26f2bc36a49b,Insight Technology Solutions,insight technology solutions,Company,['Insight Technology Solutions'],['insight technology solutions']
26fe01fbff18a0ced2a65600,Infosys,infosys,Company,['Infosys'],['infosys']
2757fbbb7043e6cb189ec4ac,intermittent technology issue,intermittent technology issue,Technology,['intermittent technology issue'],['intermittent technology issue']
27b55f2016558f9b6cb06972,Silicon Valley Bank,silicon valley bank,Company,['Silicon Valley Bank'],['silicon valley bank']
2814f09f4342a6b13286d487,CereCore,cerecore,Company,['CereCore'],['cerecore']
28301ac10da2ba6f5f8512e3,Salesforce suite for e-commerce,salesforce suite for e-commerce,Technology,['Salesforce suite for e-commerce'],['salesforce suite for e-commerce']
28405d1f23d11d695d8fd219,Vulnerability Response Integrations,vulnerability response integrations,Technology,['Vulnerability Response Integrations'],['vulnerability response integrations']
28671e9f42ed893e744b056d,MultiStem(R),multistem r,Technology,['MultiStem(R)'],['multistem r']
28f90a96dca4fdc30ac39ff4,climate tech incubator,climate tech incubator,Technology,['climate tech incubator'],['climate tech incubator']
2935b5fad06dfd50d54c0bc5,Blume Global,blume global,Company,['Blume Global'],['blume global']
295ce63775ad9b0551240994,Bola Tinubu,bola tinubu,Person,['Bola Tinubu'],['bola tinubu']
29dfe31b470f3786bec568fe,Pankaj Vyas,pankaj vyas,Person,['Pankaj Vyas'],['pankaj vyas']
29eb4597db06ff6e499d28a8,CRT Hub,crt hub,Company,['CRT Hub'],['crt hub']
2a8338c99172e34a7a53ebdf,GT Sophy AI driver,gt sophy ai driver,Technology,['GT Sophy AI driver'],['gt sophy ai driver']
2ab7bfdf2e6ac28fc12ba191,Fred Mitchell,fred mitchell,Person,['Fred Mitchell'],['fred mitchell']
2ac734bc2af82423a17042e1,healthcare information technology (IT) services,healthcare information technology it services,Technology,['healthcare information technology (IT) services'],['healthcare information technology it services']
2ac750dc61cedec8ccc77f0d,Amazon Web Services,amazon web services,Technology,['Amazon Web Services'],['amazon web services']
2b088c1a7495a477c910a268,generative AI,generative ai,Technology,['generative AI'],['generative ai']
2bbaef5864a002c77d9f63ef,Driver Monitoring System (DMS),driver monitoring system dms,Technology,['Driver Monitoring System (DMS)'],['driver monitoring system dms']
2c2398c5d37305f3bd8be184,Accops,accops,Company,['Accops'],['accops']
2c3901978d38a3305dcab799,Kearney,kearney,Company,['Kearney'],['kearney']
2c53a58a9adb0b3e3f037693,Ivy Tech Community College,ivy tech community college,Company,['Ivy Tech Community College'],['ivy tech community college']
2cc7cb559cf7efcece70a666,Welcome Homes,welcome homes,Company,['Welcome Homes'],['welcome homes']
2ce1230f573b51cbe0fbe56c,Smartflash,smartflash,Company,['Smartflash'],['smartflash']
2d0f3b38f8a445bc35a5de6f,engineering research and development services,engineering research and development services,Technology,['engineering research and development services'],['engineering research and development services']
2d55798b22d7a052a3d6586d,DLH,dlh,Company,['DLH'],['dlh']
2e703ee13a30489cae0c8e5f,UAB,uab,Company,['UAB'],['uab']
2e871664a55405767161e9b0,Altitude Angel,altitude angel,Company,['Altitude Angel'],['altitude angel']
2f1936a000dc9b182b3e913a,Talkiatry,talkiatry,Company,['Talkiatry'],['talkiatry']
2f20169205b1a90a4efc7222,Airports Authority of India,airports authority of india,Company,['Airports Authority of India'],['airports authority of india']
2f389feeed2ecb3a46bc96c0,Arlene Gaylord,arlene gaylord,Person,['Arlene Gaylord'],['arlene gaylord']
2f40b6921257c842e09b69a0,Office of Technology,office of technology,Technology,['Office of Technology'],['office of technology']
2f680a28fa5c25e4d3db09b1,K2 Services,k2 services,Company,['K2 Services'],['k2 services']
2f92a5fe0c727562df9e1552,Federal Trade Commission,federal trade commission,Company,['Federal Trade Commission'],['federal trade commission']
2fabe3ed6449e5edb2568eaf,chip plant,chip plant,Technology,['chip plant'],['chip plant']
303b49184b2e353a59ab7c8e,Jay Dominick,jay dominick,Person,['Jay Dominick'],['jay dominick']
305abadf26edddddfee85561,Future Electronics,future electronics,Company,['Future Electronics'],['future electronics']
3075ac5e2c6ffe143efd18bb,Oasys,oasys,Company,['Oasys'],['oasys']
30aaff2ed5f2ddddf00fe54c,First Citizens Bank,first citizens bank,Company,['First Citizens Bank'],['first citizens bank']
3110aba1f50b7769d02b3b30,JPMorgan,jpmorgan,Company,['JPMorgan'],['jpmorgan']
31c62ba66ab15d263c60aca3,$3.0 Million Public Offering,3.0 million public offering,Technology,['$3.0 Million Public Offering'],['3.0 million public offering']
32527d480de677f91a8007c1,General Motors,general motors,Company,['General Motors'],['general motors']
32a1cf068f64256c3f02198b,Ansys,ansys,Company,['Ansys'],['ansys']
32f4a11ecbbe1f535e34cabf,Sunstone,sunstone,Company,['Sunstone'],['sunstone']
33dd804288f0076efbc7fc56,GigaCloud Technology,gigacloud technology,Technology,['GigaCloud Technology'],['gigacloud technology']
33e26345a3f61f0bc587821f,Hyperion Defense Solutions,hyperion defense solutions,Company,['Hyperion Defense Solutions'],['hyperion defense solutions']
33f6e8626ddd6a18bc9f375c,Tech Mahindra,tech mahindra,Company,['Tech Mahindra'],['tech mahindra']
3518343b653eee1de50c9944,Sryas Inc,sryas inc,Company,['Sryas Inc'],['sryas inc']
3564887d6a1e4da53ae9c984,Juniper Networks,juniper networks,Company,['Juniper Networks'],['juniper networks']
3594232df512294a8366dfa6,AgencyBloc,agencybloc,Company,['AgencyBloc'],['agencybloc']
35c663762dedf469a841fdb9,Dell Technologies Inc.,dell technologies inc.,Company,['Dell Technologies Inc.'],['dell technologies inc.']
35e37b7b526c1fa5530c8c36,Sojern,sojern,Company,['Sojern'],['sojern']
35ef3113fa3905b77a2ae652,Zane State College,zane state college,Company,['Zane State College'],['zane state college']
3669130c05135dd501f33457,technology,technology,Technology,"['Technology', 'technology']",['technology']
369b571f217566bea98d0700,School of Information,school of information,Technology,['School of Information'],['school of information']
36a203e5809e23266cea0fe5,Generative AI Solution,generative ai solution,Technology,"['Generative AI Solution', 'Generative AI Solutions']","['generative ai solution', 'generative ai solutions']"
36f5716915bc9a820d632fe5,IAS,ias,Company,['IAS'],['ias']
373d890fb62f2b9835942939,VisionGroup,visiongroup,Company,['VisionGroup'],['visiongroup']
380e4fd538b122a566ba9c4a,Climate X,climate x,Company,['Climate X'],['climate x']
384e8c03952218c2c6e35f5d,Tech giants,tech giants,Company,['Tech giants'],['tech giants']
385c3ea2938e8143cccb7c3c,Aitelecom/APCO Networks,aitelecom apco networks,Company,['Aitelecom/APCO Networks'],['aitelecom apco networks']
387b5ab839b82e907c12b21a,Malta,malta,Company,['Malta'],['malta']
3953af0dd86dfc02f7c3ee8e,Accord Global Technology Solutions,accord global technology solutions,Company,['Accord Global Technology Solutions'],['accord global technology solutions']
39cc6533ac75dc17c3a676b6,CareCloud Charts,carecloud charts,Technology,['CareCloud Charts'],['carecloud charts']
3a0b9f171c10cd7d231f96d0,H2O AI Cloud,h2o ai cloud,Technology,['H2O AI Cloud'],['h2o ai cloud']
3a141c727ea19dbb70d75a9a,CrowdStrike,crowdstrike,Company,['CrowdStrike'],['crowdstrike']
3afd5fed8499c0fcded737cf,Vodafone Idea,vodafone idea,Company,['Vodafone Idea'],['vodafone idea']
3b25612b98c8bd91cc2a58f8,Managed IoT Connectivity Services,managed iot connectivity services,Technology,['Managed IoT Connectivity Services'],['managed iot connectivity services']
3b2dcd617cfbc48e84985df3,ALTEN,alten,Company,['ALTEN'],['alten']
3b3aec29bb3431422c6e36c1,Best Managed Detection and Response Service,best managed detection and response service,Technology,['Best Managed Detection and Response Service'],['best managed detection and response service']
3b61382888ffc4a08e15e8dd,eAlliance Corp,ealliance corp,Company,['eAlliance Corp'],['ealliance corp']
3ba17ee1c3e83802ea8df639,Christina Mee,christina mee,Person,['Christina Mee'],['christina mee']
3bd246d63c5fc107fabe9fd2,VIQ Solutions,viq solutions,Company,['VIQ Solutions'],['viq solutions']
3c140d772487bdc53297563a,ambient NLP,ambient nlp,Technology,['ambient NLP'],['ambient nlp']
3c87300af0e49ba7418681e9,Apogee,apogee,Company,['Apogee'],['apogee']
3d4abc6f3543a93958cc9bff,Ministry of Electronics and Information Technology,ministry of electronics and information technology,Company,['Ministry of Electronics and Information Technology'],['ministry of electronics and information technology']
3d9755104622c9c00243cc7e,Vicki Kaping,vicki kaping,Person,['Vicki Kaping'],['vicki kaping']
3d976a2563a0fdcf8b1ab74e,cyber-secure AI technology and services platform,cyber-secure ai technology and services platform,Technology,['cyber-secure AI technology and services platform'],['cyber-secure ai technology and services platform']
3dd9311b8177d43b1bfe516c,Dubai Electricity and Water Authority (DEWA),dubai electricity and water authority dewa,Company,['Dubai Electricity and Water Authority (DEWA)'],['dubai electricity and water authority dewa']
3de9f619e72024ae49e720ce,Dell Technologies,dell technologies,Company,['Dell Technologies'],['dell technologies']
3e5285dac1c96a24643c21b3,Ronald Benjamin,ronald benjamin,Person,['Ronald Benjamin'],['ronald benjamin']
3e57dab6b12e04682232738d,Crisp,crisp,Company,['Crisp'],['crisp']
3e81a3e434f40ea79565ab25,Princeton,princeton,Company,['Princeton'],['princeton']
3f052c4690533ff0ac061e7c,Fidelity National Information Services,fidelity national information services,Company,"['Fidelity National Information Services', 'Fidelity National Information Services Inc.']","['fidelity national information services', 'fidelity national information services inc.']"
3f4df96c53ee5e799568aecf,Radius,radius,Company,['Radius'],['radius']
3feb21b4840bec281371b4cd,Aran Azarzar,aran azarzar,Person,['Aran Azarzar'],['aran azarzar']
40817b83b760fe70a2ff6caf,Google Cloud,google cloud,Technology,['Google Cloud'],['google cloud']
40f5f86659afe9751f163cf9,ISG,isg,Company,['ISG'],['isg']
4191fd45c00fab4ccf083824,Marriott International,marriott international,Company,['Marriott International'],['marriott international']
41a65ed83a8b2f483d895902,cellphone technology,cellphone technology,Technology,['cellphone technology'],['cellphone technology']
41b7b39984892ab49d9a0430,Complete Solaria,complete solaria,Company,['Complete Solaria'],['complete solaria']
420063bf9a6626f404962ea2,ServiceMax Field Service Management Technology,servicemax field service management technology,Technology,['ServiceMax Field Service Management Technology'],['servicemax field service management technology']
420cb7bb97987da2ded5a7d7,Aware,aware,Company,['Aware'],['aware']
4228e68d1cf8a43db4fae2e8,Cumulus Technology Services,cumulus technology services,Company,"['Cumulus Technology Services', 'Cumulus Technology Services Inc.']","['cumulus technology services', 'cumulus technology services inc.']"
43a2b279a035975ab78ed013,IIIT Hyderabad,iiit hyderabad,Company,['IIIT Hyderabad'],['iiit hyderabad']
43c9626ecf3e924d3289896d,Samsung Electronics Co. Ltd.,samsung electronics co. ltd.,Company,['Samsung Electronics Co. Ltd.'],['samsung electronics co. ltd.']
43efc18e4b8b0c7e46e6099b,Levine Leichtman Capital Partners,levine leichtman capital partners,Company,['Levine Leichtman Capital Partners'],['levine leichtman capital partners']
44392c2ef018b65be2ecf732,Sony,sony,Company,['Sony'],['sony']
44d14f66663379fb5a148405,Tim Grey,tim grey,Person,['Tim Grey'],['tim grey']
44e6823ac51414da6435467b,Colorado,colorado,Company,['Colorado'],['colorado']
44ecc460770a8b1b253dc87e,Chasen Enterprises,chasen enterprises,Company,['Chasen Enterprises'],['chasen enterprises']
45084d0a9856730ba0a063de,Saeed Mohammed Al Tayer,saeed mohammed al tayer,Person,['Saeed Mohammed Al Tayer'],['saeed mohammed al tayer']
454367b0da7e1115b6521f24,Siemens,siemens,Company,['Siemens'],['siemens']
45b1731f9d3753b3a85a3594,NEC Ibérica,nec ibérica,Company,['NEC Ibérica'],['nec ibérica']
45f96e77e85bbef809c126ca,Universal Information Services,universal information services,Company,['Universal Information Services'],['universal information services']
467d8d9726ad960f55797970,10Pearls,10pearls,Company,['10Pearls'],['10pearls']
469725b18eb404961845c4df,Rajnath Singh,rajnath singh,Person,['Rajnath Singh'],['rajnath singh']
46df9aa943faedefeb6285ec,Broadridge,broadridge,Company,['Broadridge'],['broadridge']
